Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
O35945	1	AL1A7_MOUSE	reviewed	"Aldehyde dehydrogenase, cytosolic 1 (EC 1.2.1.3) (ALDH class 1) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A7) (Aldehyde dehydrogenase phenobarbital-inducible)"	Aldh1a7 Aldh-pb	Mus musculus (Mouse)	501
P47739	1	AL3A1_MOUSE	reviewed	"Aldehyde dehydrogenase, dimeric NADP-preferring (EC 1.2.1.5) (Aldehyde dehydrogenase 4) (Aldehyde dehydrogenase family 3 member A1) (Dioxin-inducible aldehyde dehydrogenase 3)"	Aldh3a1 Ahd-4 Ahd4 Aldh3 Aldh4	Mus musculus (Mouse)	453
Q99JW2	1	ACY1_MOUSE	reviewed	Aminoacylase-1 (ACY-1) (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase)	Acy1	Mus musculus (Mouse)	408
Q8VC66	1	ADIP_MOUSE	reviewed	Afadin- and alpha-actinin-binding protein (ADIP) (Afadin DIL domain-interacting protein)	Ssx2ip	Mus musculus (Mouse)	615
Q8R3P0	1	ACY2_MOUSE	reviewed	Aspartoacylase (EC 3.5.1.15) (Aminoacylase-2) (ACY-2)	Aspa	Mus musculus (Mouse)	312
Q9D385	1	AR2BP_MOUSE	reviewed	ADP-ribosylation factor-like protein 2-binding protein (ARF-like 2-binding protein) (Binder of ARF2 protein 1)	Arl2bp Bart Bart1	Mus musculus (Mouse)	163
A2AWP8	1	ARGAL_MOUSE	reviewed	Rho guanine nucleotide exchange factor 10-like protein (GrinchGEF)	Arhgef10l Kiaa1626	Mus musculus (Mouse)	1280
Q61176	1	ARGI1_MOUSE	reviewed	Arginase-1 (EC 3.5.3.1) (Liver-type arginase) (Type I arginase)	Arg1	Mus musculus (Mouse)	323
Q9WV06	1	ANKR2_MOUSE	reviewed	Ankyrin repeat domain-containing protein 2 (Skeletal muscle ankyrin repeat protein) (mArpp)	Ankrd2 Arpp	Mus musculus (Mouse)	328
Q8R146	1	APEH_MOUSE	reviewed	Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase)	Apeh	Mus musculus (Mouse)	732
Q8CIG8	1	ANM5_MOUSE	reviewed	Protein arginine N-methyltransferase 5 (Prmt5) (EC 2.1.1.320) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog)	Prmt5 Jbp1 Skb1	Mus musculus (Mouse)	637
P25322	1	CCND1_MOUSE	reviewed	G1/S-specific cyclin-D1	Ccnd1 Cyl-1	Mus musculus (Mouse)	295
Q9WUL7	1	ARL3_MOUSE	reviewed	ADP-ribosylation factor-like protein 3	Arl3	Mus musculus (Mouse)	182
Q9D0J4	1	ARL2_MOUSE	reviewed	ADP-ribosylation factor-like protein 2	Arl2	Mus musculus (Mouse)	184
P22892	1	AP1G1_MOUSE	reviewed	AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1)	Ap1g1 Adtg Clapg1	Mus musculus (Mouse)	822
Q5HZK1	1	CEP44_MOUSE	reviewed	Centrosomal protein of 44 kDa (Cep44)	Cep44 Kiaa1712	Mus musculus (Mouse)	386
Q9D842	1	APLF_MOUSE	reviewed	Aprataxin and PNK-like factor (EC 3.1.-.-) (Apurinic-apyrimidinic endonuclease APLF)	Aplf	Mus musculus (Mouse)	499
Q9DAZ9	1	ANCHR_MOUSE	reviewed	Abscission/NoCut checkpoint regulator (ANCHR) (Zinc finger FYVE domain-containing protein 19)	Zfyve19 Anchr	Mus musculus (Mouse)	389
Q3V0J4	1	ANR53_MOUSE	reviewed	Ankyrin repeat domain-containing protein 53	Ankrd53	Mus musculus (Mouse)	497
Q922M5	1	CDA7L_MOUSE	reviewed	Cell division cycle-associated 7-like protein (Transcription factor RAM2)	Cdca7l	Mus musculus (Mouse)	438
Q91WK7	1	ANR54_MOUSE	reviewed	Ankyrin repeat domain-containing protein 54 (Lyn-interacting ankyrin repeat protein)	Ankrd54 Liar	Mus musculus (Mouse)	299
Q69Z98	1	BRSK2_MOUSE	reviewed	Serine/threonine-protein kinase BRSK2 (EC 2.7.11.1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 2) (BR serine/threonine-protein kinase 2) (Serine/threonine-protein kinase SAD-A)	Brsk2 Kiaa4256 Sada	Mus musculus (Mouse)	735
Q8VED2	1	BL1S4_MOUSE	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog)	Bloc1s4 Cno	Mus musculus (Mouse)	215
O54962	1	BAF_MOUSE	reviewed	"Barrier-to-autointegration factor (LAP2-binding protein 1) [Cleaved into: Barrier-to-autointegration factor, N-terminally processed]"	Banf1 Baf L2bp1	Mus musculus (Mouse)	89
Q3TZW7	1	BEX6_MOUSE	reviewed	Protein BEX6 (Brain-expressed X-linked protein 6 homolog)	Bex6	Mus musculus (Mouse)	114
Q9WTZ8	1	BEX2_MOUSE	reviewed	Protein BEX2 (Brain-expressed X-linked protein 2 homolog)	Bex2	Mus musculus (Mouse)	129
P58544	1	BTBD1_MOUSE	reviewed	BTB/POZ domain-containing protein 1 (Glucose signal-repressing protein)	Btbd1 Gsrp	Mus musculus (Mouse)	488
P97929	1	BRCA2_MOUSE	reviewed	Breast cancer type 2 susceptibility protein homolog (Fanconi anemia group D1 protein homolog)	Brca2 Fancd1	Mus musculus (Mouse)	3329
Q8CCN5	1	BCAS3_MOUSE	reviewed	BCAS3 microtubule associated cell migration factor (Breast carcinoma-amplified sequence 3 homolog) (K20D4) (Protein rudhira)	Bcas3	Mus musculus (Mouse)	928
Q80TT8	1	CUL9_MOUSE	reviewed	Cullin-9 (CUL-9) (p53-associated parkin-like cytoplasmic protein)	Cul9 Kiaa0708 Parc	Mus musculus (Mouse)	1865
Q9CS00	1	CATIN_MOUSE	reviewed	Cactin	Cactin	Mus musculus (Mouse)	772
B2RX88	1	CSPP1_MOUSE	reviewed	Centrosome and spindle pole associated protein 1	Cspp1 Cspp	Mus musculus (Mouse)	1205
Q08EC4	1	CASS4_MOUSE	reviewed	Cas scaffolding protein family member 4	Cass4	Mus musculus (Mouse)	804
P61202	1	CSN2_MOUSE	reviewed	COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15)	Cops2 Csn2 Trip15	Mus musculus (Mouse)	443
A2APF3	1	CTCFL_MOUSE	reviewed	Transcriptional repressor CTCFL (Brother of the regulator of imprinted sites) (CCCTC-binding factor) (CTCF paralog) (CTCF-like protein)	Ctcfl Boris	Mus musculus (Mouse)	636
O88543	1	CSN3_MOUSE	reviewed	COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3)	Cops3 Csn3	Mus musculus (Mouse)	423
O88545	1	CSN6_MOUSE	reviewed	COP9 signalosome complex subunit 6 (SGN6) (Signalosome subunit 6) (JAB1-containing signalosome subunit 6)	Cops6 Csn6	Mus musculus (Mouse)	324
Q9CZ04	1	CSN7A_MOUSE	reviewed	COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (JAB1-containing signalosome subunit 7a)	Cops7a Csn7a	Mus musculus (Mouse)	275
Q8BV13	1	CSN7B_MOUSE	reviewed	COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b)	Cops7b Csn7b	Mus musculus (Mouse)	264
Q3U898	1	CSN9_MOUSE	reviewed	COP9 signalosome complex subunit 9	Cops9 Myeov2	Mus musculus (Mouse)	57
Q6PEE2	1	CTIF_MOUSE	reviewed	CBP80/20-dependent translation initiation factor	Ctif Gm672 Kiaa0427	Mus musculus (Mouse)	600
P35639	1	DDIT3_MOUSE	reviewed	DNA damage-inducible transcript 3 protein (DDIT-3) (C/EBP zeta) (C/EBP-homologous protein) (CHOP) (C/EBP-homologous protein 10) (CHOP-10) (CCAAT/enhancer-binding protein homologous protein) (Growth arrest and DNA-damage-inducible protein GADD153)	Ddit3 Chop Chop10 Gadd153	Mus musculus (Mouse)	168
P0DP27	1	CALM2_MOUSE	reviewed	Calmodulin-2	Calm2 Cam2 CamC	Mus musculus (Mouse)	149
P0DP28	1	CALM3_MOUSE	reviewed	Calmodulin-3	Calm3 Cam3 Camc	Mus musculus (Mouse)	149
Q3TTA7	1	CBLB_MOUSE	reviewed	E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	Cblb	Mus musculus (Mouse)	982
Q9WVG6	1	CARM1_MOUSE	reviewed	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	Carm1 Prmt4	Mus musculus (Mouse)	608
O35473	1	C1D_MOUSE	reviewed	Nuclear nucleic acid-binding protein C1D (mC1D) (Small unique nuclear receptor corepressor) (Sun-CoR) (SunCoR)	C1d Suncor	Mus musculus (Mouse)	141
O35177	1	CASL_MOUSE	reviewed	Enhancer of filamentation 1 (mEF1) (CRK-associated substrate-related protein) (CAS-L) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (p105)	Nedd9 Casl	Mus musculus (Mouse)	833
Q9ERQ8	1	CAH7_MOUSE	reviewed	Carbonic anhydrase 7 (EC 4.2.1.1) (Carbonate dehydratase VII) (Carbonic anhydrase VII) (CA-VII)	Ca7 Car7	Mus musculus (Mouse)	264
Q8BVC4	1	CCD68_MOUSE	reviewed	Coiled-coil domain-containing protein 68	Ccdc68	Mus musculus (Mouse)	333
Q9D0N7	1	CAF1B_MOUSE	reviewed	Chromatin assembly factor 1 subunit B (CAF-1 subunit B) (Chromatin assembly factor I p60 subunit) (CAF-I 60 kDa subunit) (CAF-I p60)	Chaf1b	Mus musculus (Mouse)	572
Q6ZQ38	1	CAND1_MOUSE	reviewed	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (p120 CAND1)	Cand1 D10Ertd516e Kiaa0829	Mus musculus (Mouse)	1230
Q52KE7	1	CCNL1_MOUSE	reviewed	Cyclin-L1 (Cyclin-L) (Cyclin Ania-6a)	Ccnl1 Ania6a Ccn1	Mus musculus (Mouse)	532
P0C242	1	CCNO_MOUSE	reviewed	Cyclin-O	Ccno	Mus musculus (Mouse)	352
Q8BMD5	1	CDAC1_MOUSE	reviewed	Cytidine and dCMP deaminase domain-containing protein 1 (EC 3.5.4.5) (Cytidine deaminase)	Cdadc1	Mus musculus (Mouse)	523
Q8K3H0	1	DP13A_MOUSE	reviewed	"DCC-interacting protein 13-alpha (Dip13-alpha) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 1)"	Appl1 Dip13a Kiaa1428	Mus musculus (Mouse)	707
Q8K409	1	DPOLB_MOUSE	reviewed	DNA polymerase beta (EC 2.7.7.7) (EC 4.2.99.-)	Polb	Mus musculus (Mouse)	335
P51642	1	CNTF_MOUSE	reviewed	Ciliary neurotrophic factor (CNTF)	Cntf	Mus musculus (Mouse)	198
Q8K1M6	1	DNM1L_MOUSE	reviewed	Dynamin-1-like protein (EC 3.6.5.5) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-related protein 1)	Dnm1l Drp1	Mus musculus (Mouse)	742
P13864	1	DNMT1_MOUSE	reviewed	DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (Met-1) (EC 2.1.1.37) (DNA methyltransferase MmuI) (DNA MTase MmuI) (M.MmuI) (MCMT)	Dnmt1 Dnmt Met1 Uim	Mus musculus (Mouse)	1620
O88508	1	DNM3A_MOUSE	reviewed	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase MmuIIIA) (DNA MTase MmuIIIA) (M.MmuIIIA)	Dnmt3a	Mus musculus (Mouse)	908
Q9Z2W0	1	DNPEP_MOUSE	reviewed	Aspartyl aminopeptidase (EC 3.4.11.21)	Dnpep	Mus musculus (Mouse)	473
Q9QZ05	1	E2AK4_MOUSE	reviewed	eIF-2-alpha kinase GCN2 (Eukaryotic translation initiation factor 2-alpha kinase 4) (EC 2.7.11.1) (GCN2-like protein) (mGCN2)	Eif2ak4 Gcn2 Kiaa1338	Mus musculus (Mouse)	1648
Q80VJ3	1	DNPH1_MOUSE	reviewed	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (EC 3.2.2.-) (c-Myc-responsive protein Rcl)	Dnph1 Rcl	Mus musculus (Mouse)	173
Q68ED7	1	CRTC1_MOUSE	reviewed	CREB-regulated transcription coactivator 1 (Mucoepidermoid carcinoma translocated protein 1 homolog) (Transducer of regulated cAMP response element-binding protein 1) (TORC-1) (Transducer of CREB protein 1)	Crtc1 Kiaa0616 Mect1 Torc1	Mus musculus (Mouse)	630
Q8K4M5	1	COMD1_MOUSE	reviewed	COMM domain-containing protein 1 (Protein Murr1)	Commd1 Murr1	Mus musculus (Mouse)	188
Q69ZX8	1	ABLM3_MOUSE	reviewed	Actin-binding LIM protein 3 (abLIM-3) (Actin-binding LIM protein family member 3)	Ablim3 Kiaa0843	Mus musculus (Mouse)	682
Q5SWU9	1	ACACA_MOUSE	reviewed	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha) (Acetyl-CoA carboxylase 265)	Acaca Acac Gm738	Mus musculus (Mouse)	2345
Q64373	1	B2CL1_MOUSE	reviewed	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)	Bcl2l1 Bcl2l Bclx	Mus musculus (Mouse)	233
Q3V1L4	1	5NTC_MOUSE	reviewed	Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (EC 3.1.3.99) (Cytosolic nucleoside phosphotransferase 5'N) (EC 2.7.1.77)	Nt5c2	Mus musculus (Mouse)	560
Q78JT3	1	3HAO_MOUSE	reviewed	"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD)"	Haao	Mus musculus (Mouse)	286
Q3URV1	1	BROMI_MOUSE	reviewed	Protein broad-minded (TBC1 domain family member 32)	Tbc1d32 Bromi	Mus musculus (Mouse)	1296
Q810B3	1	BSH_MOUSE	reviewed	Brain-specific homeobox protein homolog	Bsx	Mus musculus (Mouse)	232
Q9CQR4	1	ACO13_MOUSE	reviewed	Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Thioesterase superfamily member 2) (THEM2)	Acot13 Them2	Mus musculus (Mouse)	140
O70201	1	BIRC5_MOUSE	reviewed	Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor 4) (Apoptosis inhibitor survivin) (TIAP)	Birc5 Api4 Iap4	Mus musculus (Mouse)	140
P28271	1	ACOHC_MOUSE	reviewed	Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1)	Aco1 Ireb1 Irebp	Mus musculus (Mouse)	889
Q91V12	1	BACH_MOUSE	reviewed	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)	Acot7 Bach	Mus musculus (Mouse)	381
Q9CWG9	1	BL1S2_MOUSE	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2)	Bloc1s2 Blos2	Mus musculus (Mouse)	143
Q61337	1	BAD_MOUSE	reviewed	Bcl2-associated agonist of cell death (BAD) (Bcl-2-binding component 6) (Bcl-xL/Bcl-2-associated death promoter) (Bcl2 antagonist of cell death)	Bad Bbc6	Mus musculus (Mouse)	204
Q9CWT2	1	BEX4_MOUSE	reviewed	Protein BEX4 (Brain-expressed X-linked protein 4)	Bex4	Mus musculus (Mouse)	118
Q8JZV9	1	BDH2_MOUSE	reviewed	3-hydroxybutyrate dehydrogenase type 2 (EC 1.1.1.-) (EC 1.1.1.30) (Dehydrogenase/reductase SDR family member 6) (R-beta-hydroxybutyrate dehydrogenase)	Bdh2 Dhrs6	Mus musculus (Mouse)	245
Q8CDJ3	1	BAKOR_MOUSE	reviewed	Beclin 1-associated autophagy-related key regulator (Barkor) (Autophagy-related protein 14-like protein) (Atg14L)	Atg14 Atg14L D14Ertd436e Kiaa0831	Mus musculus (Mouse)	492
P58742	1	AAAS_MOUSE	reviewed	Aladin (Adracalin)	Aaas	Mus musculus (Mouse)	546
P28662	1	BRI3_MOUSE	reviewed	Brain protein I3	Bri3	Mus musculus (Mouse)	125
Q9D2R0	1	AACS_MOUSE	reviewed	Acetoacetyl-CoA synthetase (EC 6.2.1.16)	Aacs	Mus musculus (Mouse)	672
Q9DBF1	1	AL7A1_MOUSE	reviewed	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)	Aldh7a1 Ald7a1	Mus musculus (Mouse)	539
Q91X34	1	BAAT_MOUSE	reviewed	Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)	Baat	Mus musculus (Mouse)	420
Q68EF6	1	BEGIN_MOUSE	reviewed	Brain-enriched guanylate kinase-associated protein	Begain	Mus musculus (Mouse)	600
P68134	1	ACTS_MOUSE	reviewed	"Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]"	Acta1 Acta	Mus musculus (Mouse)	377
Q70FJ1	1	AKAP9_MOUSE	reviewed	A-kinase anchor protein 9 (AKAP-9) (Protein kinase A-anchoring protein 9) (PRKA9)	Akap9 Kiaa0803	Mus musculus (Mouse)	3797
Q8K023	1	AKC1H_MOUSE	reviewed	Aldo-keto reductase family 1 member C18 (EC 1.1.-.-) (20-alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149)	Akr1c18	Mus musculus (Mouse)	323
Q80VW7	1	AKNA_MOUSE	reviewed	Microtubule organization protein AKNA (AT-hook-containing transcription factor)	Akna Kiaa1968	Mus musculus (Mouse)	1404
O88566	1	AXIN2_MOUSE	reviewed	Axin-2 (Axin-like protein) (Axil) (Axis inhibition protein 2) (Conductin)	Axin2	Mus musculus (Mouse)	840
O35185	1	BHE40_MOUSE	reviewed	Class E basic helix-loop-helix protein 40 (bHLHe40) (Class B basic helix-loop-helix protein 2) (bHLHb2) (Differentially expressed in chondrocytes protein 1) (DEC1) (E47 interaction protein 1) (EIP1) (Stimulated by retinoic acid gene 13 protein)	Bhlhe40 Bhlhb2 Clast5 Dec1 Stra13	Mus musculus (Mouse)	411
Q8BK64	1	AHSA1_MOUSE	reviewed	Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1)	Ahsa1	Mus musculus (Mouse)	338
Q8BFZ3	1	ACTBL_MOUSE	reviewed	Beta-actin-like protein 2 (Kappa-actin)	Actbl2	Mus musculus (Mouse)	376
Q8BVM4	1	AZIN2_MOUSE	reviewed	Antizyme inhibitor 2 (AzI2) (Arginine decarboxylase-like protein) (ADC) (ARGDC) (Ornithine decarboxylase-like protein) (ODC-like protein) (ornithine decarboxylase paralog) (ODC-p)	Azin2 Adc Odcp	Mus musculus (Mouse)	459
O35490	1	BHMT1_MOUSE	reviewed	Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)	Bhmt	Mus musculus (Mouse)	407
Q9D1F4	1	AKTS1_MOUSE	reviewed	Proline-rich AKT1 substrate 1 (Proline-rich AKT substrate)	Akt1s1 Pras	Mus musculus (Mouse)	257
O08915	1	AIP_MOUSE	reviewed	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein)	Aip	Mus musculus (Mouse)	330
Q9CWQ8	1	CAST1_MOUSE	reviewed	Cytosolic arginine sensor for mTORC1 subunit 1 (GATS-like protein 3)	Castor1 Gatsl3	Mus musculus (Mouse)	331
P45377	1	ALD2_MOUSE	reviewed	Aldose reductase-related protein 2 (AR) (EC 1.1.1.21) (Aldehyde reductase) (Fibroblast growth factor-regulated protein) (Protein FR-1)	Akr1b8 Fgfrp	Mus musculus (Mouse)	316
Q9JKV1	1	ADRM1_MOUSE	reviewed	Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Rpn13 homolog)	Adrm1 Gp110	Mus musculus (Mouse)	407
Q9JLJ2	1	AL9A1_MOUSE	reviewed	4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3)	Aldh9a1	Mus musculus (Mouse)	494
Q8CDK2	1	CBPC2_MOUSE	reviewed	Cytosolic carboxypeptidase 2 (EC 3.4.17.-) (ATP/GTP-binding protein-like 2) (Protein deglutamylase CCP2)	Agbl2 Ccp2	Mus musculus (Mouse)	862
Q09M05	1	CBPC4_MOUSE	reviewed	Cytosolic carboxypeptidase 4 (EC 3.4.17.-) (EC 3.4.17.24) (ATP/GTP-binding protein-like 1) (Protein deglutamylase CCP4)	Agbl1 Ccp4	Mus musculus (Mouse)	1122
Q9D5P4	1	ADAD2_MOUSE	reviewed	Adenosine deaminase domain-containing protein 2	Adad2	Mus musculus (Mouse)	561
P16015	1	CAH3_MOUSE	reviewed	Carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase III) (Carbonic anhydrase III) (CA-III)	Ca3 Car3	Mus musculus (Mouse)	260
Q9CZK6	1	ANKS3_MOUSE	reviewed	Ankyrin repeat and SAM domain-containing protein 3	Anks3 Kiaa1977	Mus musculus (Mouse)	655
Q8BWD8	1	CDK19_MOUSE	reviewed	Cyclin-dependent kinase 19 (EC 2.7.11.22) (CDC2-related protein kinase 6) (Cell division cycle 2-like protein kinase 6) (Cell division protein kinase 19)	Cdk19 Cdc2l6 Kiaa1028	Mus musculus (Mouse)	501
Q91YI1	1	ATG13_MOUSE	reviewed	Autophagy-related protein 13	Atg13 D2Ertd391e Kiaa0652	Mus musculus (Mouse)	516
Q8R1P4	1	ATG10_MOUSE	reviewed	Ubiquitin-like-conjugating enzyme ATG10 (EC 2.3.2.-) (Autophagy-related protein 10) (APG10-like) (mAPG10)	Atg10 Apg10l	Mus musculus (Mouse)	215
Q9D7P7	1	CLIC3_MOUSE	reviewed	Chloride intracellular channel protein 3	Clic3	Mus musculus (Mouse)	237
Q6PD19	1	ARMD3_MOUSE	reviewed	Armadillo-like helical domain-containing protein 3	Armh3	Mus musculus (Mouse)	689
Q501J6	1	DDX17_MOUSE	reviewed	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17)	Ddx17	Mus musculus (Mouse)	650
Q9JIK5	1	DDX21_MOUSE	reviewed	Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	Ddx21	Mus musculus (Mouse)	851
Q9DCM4	1	DNAL4_MOUSE	reviewed	Dynein axonemal light chain 4	Dnal4 Dnalc4	Mus musculus (Mouse)	105
Q9D7B1	1	DUS2L_MOUSE	reviewed	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like (EC 1.3.1.91) (Dihydrouridine synthase 2) (tRNA-dihydrouridine synthase 2-like)	Dus2 Dus2l	Mus musculus (Mouse)	493
Q8K4G5	1	ABLM1_MOUSE	reviewed	Actin-binding LIM protein 1 (abLIM-1) (Actin-binding LIM protein family member 1)	Ablim1 Ablim Kiaa0059	Mus musculus (Mouse)	861
Q8VCR7	1	ABHEB_MOUSE	reviewed	Putative protein-lysine deacylase ABHD14B (EC 2.3.1.-) (Alpha/beta hydrolase domain-containing protein 14B) (Abhydrolase domain-containing protein 14B)	Abhd14b	Mus musculus (Mouse)	210
O35126	1	ATN1_MOUSE	reviewed	Atrophin-1 (Dentatorubral-pallidoluysian atrophy protein homolog)	Atn1 Drpla	Mus musculus (Mouse)	1175
Q922Q6	1	ABHEA_MOUSE	reviewed	Protein ABHD14A (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 14A) (Abhydrolase domain-containing protein 14A) (Down-regulated in Zic-1-mutant protein)	Abhd14a Dorz1	Mus musculus (Mouse)	247
Q8BYZ1	1	ABI3_MOUSE	reviewed	ABI gene family member 3 (New molecule including SH3) (Nesh)	Abi3 Nesh	Mus musculus (Mouse)	367
Q920P3	1	BRNP1_MOUSE	reviewed	BMP/retinoic acid-inducible neural-specific protein 1 (Deleted in bladder cancer protein 1 homolog)	Brinp1 Brinp Dbc1 Dbccr1 Fam5a	Mus musculus (Mouse)	760
Q9D061	1	ACBD6_MOUSE	reviewed	Acyl-CoA-binding domain-containing protein 6	Acbd6	Mus musculus (Mouse)	282
Q5EG47	1	AAPK1_MOUSE	reviewed	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	Prkaa1	Mus musculus (Mouse)	559
Q9JLV1	1	BAG3_MOUSE	reviewed	BAG family molecular chaperone regulator 3 (BAG-3) (Bcl-2-associated athanogene 3) (Bcl-2-binding protein Bis)	Bag3 Bis MNCb-2243	Mus musculus (Mouse)	577
Q8R2R3	1	AAGAB_MOUSE	reviewed	Alpha- and gamma-adaptin-binding protein p34	Aagab	Mus musculus (Mouse)	316
Q7TSV6	1	AATC2_MOUSE	reviewed	"Putative aspartate aminotransferase, cytoplasmic 2 (EC 2.6.1.1) (Glutamate oxaloacetate transaminase 1-like protein 1) (Transaminase A-like protein 1)"	Got1l1	Mus musculus (Mouse)	404
B1AXD8	1	AKIR2_MOUSE	reviewed	Akirin-2	Akirin2	Mus musculus (Mouse)	201
Q8CJF9	1	AGO3_MOUSE	reviewed	Protein argonaute-3 (Argonaute3) (mAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3) (Piwi/argonaute family protein meIF2C3)	Ago3 Eif2c3	Mus musculus (Mouse)	860
Q924M5	1	BOLL_MOUSE	reviewed	Protein boule-like	Boll Boule	Mus musculus (Mouse)	293
Q3U1U7	1	AHRR_MOUSE	reviewed	Aryl hydrocarbon receptor repressor (AhR repressor) (AhRR)	Ahrr Kiaa1234	Mus musculus (Mouse)	701
