From	Entry	Protein names	Gene Names	Organism	Length
Q3TCN2	Q3TCN2	Putative phospholipase B-like 2 (EC 3.1.1.-) (66.3 kDa protein) (76 kDa protein) (p76) (LAMA-like protein 2) (Lamina ancestor homolog 2) (Phospholipase B domain-containing protein 2) [Cleaved into: Putative phospholipase B-like 2 28 kDa form; Putative phospholipase B-like 2 40 kDa form; Putative phospholipase B-like 2 15 kDa form]	Plbd2	Mus musculus (Mouse)	594.0
A0A0A0MQF2	A0A0A0MQF2	Anoctamin	Ano1	Mus musculus (Mouse)	1017.0
Q8R143	Q8R143	Pituitary tumor-transforming gene 1 protein-interacting protein (Pituitary tumor-transforming gene protein-binding factor) (PBF) (PTTG-binding factor)	Pttg1ip	Mus musculus (Mouse)	174.0
Q8R502	Q8R502	Volume-regulated anion channel subunit LRRC8C (Factor for adipocyte differentiation 158) (Leucine-rich repeat-containing protein 8C)	Lrrc8c Ad158 Fad158	Mus musculus (Mouse)	803.0
O35598	O35598	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	Adam10 Kuz Madm	Mus musculus (Mouse)	749.0
Q9D304	Q9D304	E3 ubiquitin-protein ligase RNF128 (EC 2.3.2.27) (Gene related to anergy in lymphocytes protein) (Goliath-related E3 ubiquitin-protein ligase 1) (RING finger protein 128) (RING-type E3 ubiquitin transferase RNF128)	Rnf128 Grail Greul1 MNCb-3816	Mus musculus (Mouse)	428.0
Q69ZN7	Q69ZN7	Myoferlin (Fer-1-like protein 3)	Myof Fer1l3 Kiaa1207	Mus musculus (Mouse)	2048.0
Q60751	Q60751	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]	Igf1r	Mus musculus (Mouse)	1373.0
E9Q236	E9Q236	ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 4)	Abcc4 Mrp4	Mus musculus (Mouse)	1325.0
A0A087WQT1	A0A087WQT1	Lymphocyte antigen 6 complex, locus G2	Ly6g2 BC025446	Mus musculus (Mouse)	134.0
Q8VBW1	Q8VBW1	Sodium- and chloride-dependent creatine transporter 1 (CT1) (Creatine transporter 1) (Solute carrier family 6 member 8)	Slc6a8 Crt	Mus musculus (Mouse)	635.0
A0A0R4IZW5	A0A0R4IZW5	Cadherin-1 (Epithelial cadherin)	Cdh1	Mus musculus (Mouse)	884.0
Q8VDN2	Q8VDN2	Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1)	Atp1a1	Mus musculus (Mouse)	1023.0
Q8CJ19	Q8CJ19	[F-actin]-monooxygenase MICAL3 (EC 1.14.13.225) (Molecule interacting with CasL protein 3) (MICAL-3)	Mical3 Kiaa0819 Kiaa1364	Mus musculus (Mouse)	1993.0
Q8K1S4	Q8K1S4	Netrin receptor UNC5A (Protein unc-5 homolog 1) (Protein unc-5 homolog A)	Unc5a Kiaa1976 Unc5h1	Mus musculus (Mouse)	898.0
Q69ZU6	Q69ZU6	Thrombospondin type-1 domain-containing protein 7A [Cleaved into: Thrombospondin type-1 domain-containing protein 7A, soluble form]	Thsd7a Gm837 Kiaa0960	Mus musculus (Mouse)	1645.0
Q03137	Q03137	Ephrin type-A receptor 4 (EC 2.7.10.1) (Tyrosine-protein kinase receptor MPK-3) (Tyrosine-protein kinase receptor SEK-1)	Epha4 Sek Sek1	Mus musculus (Mouse)	986.0
Q80WG5	Q80WG5	Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A) (Protein ebouriffe) (ebo)	Lrrc8a Lrrc8	Mus musculus (Mouse)	810.0
Q8K078	Q8K078	Solute carrier organic anion transporter family member 4A1 (Organic anion-transporting polypeptide E) (OATP-E) (Sodium-independent organic anion transporter E) (Solute carrier family 21 member 12)	Slco4a1 Oatp4a1 Oatpe Slc21a12	Mus musculus (Mouse)	723.0
P52795	P52795	Ephrin-B1 (CEK5 receptor ligand) (CEK5-L) (EFL-3) (ELK ligand) (ELK-L) (EPH-related receptor tyrosine kinase ligand 2) (LERK-2) (Stimulated by retinoic acid gene 1 protein) [Cleaved into: Ephrin-B1 C-terminal fragment (Ephrin-B1 CTF); Ephrin-B1 intracellular domain (Ephrin-B1 ICD)]	Efnb1 Epl2 Eplg2 Lerk2 Stra1	Mus musculus (Mouse)	345.0
P97333	P97333	Neuropilin-1 (A5 protein) (CD antigen CD304)	Nrp1 Nrp	Mus musculus (Mouse)	923.0
Q64735	Q64735	Complement component receptor 1-like protein (Complement regulatory protein Crry) (Protein p65)	Cr1l Crry Cry	Mus musculus (Mouse)	483.0
Q61207	Q61207	Prosaposin (Sulfated glycoprotein 1) (SGP-1) [Cleaved into: Saposin-A; Saposin-B-Val; Saposin-B; Saposin-C; Saposin-D]	Psap Sgp1	Mus musculus (Mouse)	557.0
P40237	P40237	CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1 homolog) (CD antigen CD82)	Cd82 Kai1	Mus musculus (Mouse)	266.0
Q61088	Q61088	Frizzled-4 (Fz-4) (mFz4) (CD antigen CD344)	Fzd4	Mus musculus (Mouse)	537.0
Q9WTR5	Q9WTR5	Cadherin-13 (Heart cadherin) (H-cadherin) (Truncated cadherin) (T-cad) (T-cadherin)	Cdh13	Mus musculus (Mouse)	714.0
P43406	P43406	Integrin alpha-V (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain]	Itgav	Mus musculus (Mouse)	1044.0
Q8R5M8	Q8R5M8	Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1)	Cadm1 Igsf4 Necl2 Ra175 Syncam SynCam1 Tslc1	Mus musculus (Mouse)	456.0
Q9EQJ0	Q9EQJ0	Two pore calcium channel protein 1 (Voltage-dependent calcium channel protein TPC1)	Tpcn1 Kiaa1169 Tpc1	Mus musculus (Mouse)	817.0
Q02257	Q02257	Junction plakoglobin (Desmoplakin III) (Desmoplakin-3)	Jup	Mus musculus (Mouse)	745.0
P13595	P13595	Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56)	Ncam1 Ncam	Mus musculus (Mouse)	1115.0
Q8K1G2	Q8K1G2	Limbin	Evc2 Lbn	Mus musculus (Mouse)	1220.0
Q2M3X8-4	Q2M3X8	Phosphatase and actin regulator 1	Phactr1	Mus musculus (Mouse)	580.0
Q80YQ1	Q80YQ1	Thrombospondin-1	Thbs1	Mus musculus (Mouse)	1171.0
Q99K74	Q99K74	Mediator of RNA polymerase II transcription subunit 24 (Mediator complex subunit 24) (Thyroid hormone receptor-associated protein 4) (Thyroid hormone receptor-associated protein complex 100 kDa component) (Trap100) (mTRAP100)	Med24 D11Ertd307e Thrap4 Trap100	Mus musculus (Mouse)	987.0
Q9JIS8	Q9JIS8	Solute carrier family 12 member 4 (Electroneutral potassium-chloride cotransporter 1) (Erythroid K-Cl cotransporter 1) (mKCC1)	Slc12a4 Kcc1	Mus musculus (Mouse)	1085.0
B2RRF0	B2RRF0	protein-tyrosine-phosphatase (EC 3.1.3.48)	Ptprk	Mus musculus (Mouse)	1445.0
Q9WU60	Q9WU60	Attractin (Protein mahogany)	Atrn Mg Mgca	Mus musculus (Mouse)	1428.0
J3KMH5	J3KMH5	deleted			
P18572	P18572	Basigin (Basic immunoglobulin superfamily) (HT7 antigen) (Membrane glycoprotein gp42) (CD antigen CD147)	Bsg	Mus musculus (Mouse)	389.0
A2AJN7	A2AJN7	Solute carrier family 4 member 11 (Sodium borate cotransporter 1) (NaBC1)	Slc4a11 BTR1	Mus musculus (Mouse)	862.0
P29268	P29268	CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor) (Hypertrophic chondrocyte-specific protein 24) (Protein FISP-12)	Ccn2 betaIG-M2 Ctgf Fisp-12 Fisp12 Hcs24	Mus musculus (Mouse)	348.0
P86176	P86176	T-cell immunoreceptor with Ig and ITIM domains (V-set and transmembrane domain-containing protein 3)	Tigit Vstm3	Mus musculus (Mouse)	249.0
Q8K1S3	Q8K1S3	Netrin receptor UNC5B (Protein unc-5 homolog 2) (Protein unc-5 homolog B)	Unc5b Unc5h2	Mus musculus (Mouse)	945.0
Q99LQ1	Q99LQ1	MAP3K12-binding inhibitory protein 1 (MAPK upstream kinase-binding inhibitory protein) (MUK-binding inhibitory protein)	Mbip	Mus musculus (Mouse)	341.0
Q9QY76	Q9QY76	Vesicle-associated membrane protein-associated protein B (VAMP-B) (VAMP-associated protein B) (VAP-B) (VAMP-associated protein 33b)	Vapb	Mus musculus (Mouse)	243.0
Q80W68	Q80W68	Kin of IRRE-like protein 1 (Kin of irregular chiasm-like protein 1) (Nephrin-like protein 1)	Kirrel1 Kirrel Neph1	Mus musculus (Mouse)	789.0
F7AC58	F7AC58	Piezo-type mechanosensitive ion channel component	Piezo1 Fam38a	Mus musculus (Mouse)	2547.0
Q8CIF6-2	Q8CIF6	SID1 transmembrane family member 2	Sidt2	Mus musculus (Mouse)	832.0
Q9JLB9	Q9JLB9	Nectin-3 (Nectin cell adhesion molecule 3) (Poliovirus receptor-related protein 3) (CD antigen CD113)	Nectin3 Pvrl3	Mus musculus (Mouse)	549.0
Q9Z0K8	Q9Z0K8	Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Vascular non-inflammatory molecule 1) (Vanin-1)	Vnn1	Mus musculus (Mouse)	512.0
Q6DFX2	Q6DFX2	Anthrax toxin receptor 2	Antxr2	Mus musculus (Mouse)	487.0
Q3UDR8	Q3UDR8	Protein YIPF3 (Killer lineage protein 1) (YIP1 family member 3) [Cleaved into: Protein YIPF3, N-terminally processed]	Yipf3 D17Wsu94e Klip1	Mus musculus (Mouse)	347.0
Q8CBH5-2	Q8CBH5	Major facilitator superfamily domain-containing protein 6 (Macrophage MHC class I receptor 2)	Mfsd6 Mmr2	Mus musculus (Mouse)	775.0
P21995	P21995	Embigin (Teratocarcinoma glycoprotein Gp-70)	Emb Gp70	Mus musculus (Mouse)	330.0
Q61072	Q61072	Disintegrin and metalloproteinase domain-containing protein 9 (ADAM 9) (EC 3.4.24.-) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase)	Adam9 Kiaa0021 Mdc9 Mltng	Mus musculus (Mouse)	845.0
Q05909	Q05909	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	Ptprg	Mus musculus (Mouse)	1442.0
Q8R1U1	Q8R1U1	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)	Cog4	Mus musculus (Mouse)	785.0
Q9Z1G4-2	Q9Z1G4	V-type proton ATPase 116 kDa subunit a 1 (V-ATPase 116 kDa subunit a 1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1)	Atp6v0a1 Atp6n1	Mus musculus (Mouse)	839.0
Q61503	Q61503	5'-nucleotidase (5'-NT) (EC 3.1.3.35) (EC 3.1.3.5) (EC 3.1.3.89) (EC 3.1.3.91) (EC 3.1.3.99) (5'-deoxynucleotidase) (Ecto-5'-nucleotidase) (IMP-specific 5'-nucleotidase) (Thymidylate 5'-phosphatase) (CD antigen CD73)	Nt5e Nt5 Nte	Mus musculus (Mouse)	576.0
Q3UHH2	Q3UHH2	Solute carrier family 22 member 23	Slc22a23	Mus musculus (Mouse)	689.0
Q80X71	Q80X71	Transmembrane protein 106B	Tmem106b	Mus musculus (Mouse)	275.0
Q9EPR4	Q9EPR4	Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Sodium-dependent vitamin C transporter 2) (SVCT-2) (mSVCT2) (Yolk sac permease-like molecule 2)	Slc23a2 Kiaa0238 Svct2 Yspl2	Mus musculus (Mouse)	648.0
Q4PZA2-4	Q4PZA2	Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71)	Ece1	Mus musculus (Mouse)	769.0
Q80V42	Q80V42	Carboxypeptidase M (CPM) (EC 3.4.17.12)	Cpm	Mus musculus (Mouse)	443.0
P70193	P70193	Leucine-rich repeats and immunoglobulin-like domains protein 1 (LIG-1)	Lrig1	Mus musculus (Mouse)	1091.0
Q8VDZ4	Q8VDZ4	Palmitoyltransferase ZDHHC5 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 5) (DHHC-5)	Zdhhc5 Kiaa1748	Mus musculus (Mouse)	715.0
P32507	P32507	Nectin-2 (Herpes virus entry mediator B) (Herpesvirus entry mediator B) (HveB) (Murine herpes virus entry protein B) (mHveB) (Nectin cell adhesion molecule 2) (Poliovirus receptor homolog) (Poliovirus receptor-related protein 2) (CD antigen CD112)	Nectin2 Mph Pvr Pvrl2 Pvs	Mus musculus (Mouse)	530.0
O35988	O35988	Syndecan-4 (SYND4) (Ryudocan core protein)	Sdc4	Mus musculus (Mouse)	198.0
Q9JLL0	Q9JLL0	Cysteine-rich motor neuron 1 protein (CRIM-1)	Crim1	Mus musculus (Mouse)	1037.0
Q62165	Q62165	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]	Dag1	Mus musculus (Mouse)	893.0
P35456	P35456	Urokinase plasminogen activator surface receptor (U-PAR) (uPAR) (CD antigen CD87)	Plaur	Mus musculus (Mouse)	327.0
P58021	P58021	Transmembrane 9 superfamily member 2	Tm9sf2	Mus musculus (Mouse)	662.0
Q61009	Q61009	Scavenger receptor class B member 1 (SRB1) (SR-BI)	Scarb1 Srb1	Mus musculus (Mouse)	509.0
Q810U4-2	Q810U4	Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (mBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related)	Nrcam Kiaa0343	Mus musculus (Mouse)	1256.0
Q91V35	Q91V35	Receptor-type tyrosine-protein phosphatase alpha (EC 3.1.3.48)	Ptpra	Mus musculus (Mouse)	793.0
Q9CR75	Q9CR75	Tumor necrosis factor receptor superfamily member 12A (Fibroblast growth factor-inducible immediate-early response protein 14) (FGF-inducible 14) (Fibroblast growth factor-regulated protein 2) (Tweak-receptor) (TweakR) (CD antigen CD266)	Tnfrsf12a Fgfrp2 Fn14	Mus musculus (Mouse)	129.0
P15261	P15261	Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119)	Ifngr1 Ifngr	Mus musculus (Mouse)	477.0
P48356	P48356	Leptin receptor (LEP-R) (B219) (OB receptor) (OB-R) (CD antigen CD295)	Lepr Db Obr	Mus musculus (Mouse)	1162.0
O35379	O35379	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)	Abcc1 Abcc1a Abcc1b Mdrap Mrp	Mus musculus (Mouse)	1528.0
Q9Z130	Q9Z130	Heterogeneous nuclear ribonucleoprotein D-like (hnRNP D-like) (hnRNP DL) (JKT41-binding protein)	Hnrnpdl Hnrpdl Jktbp	Mus musculus (Mouse)	301.0
P97429	P97429	Annexin A4 (Annexin IV) (Annexin-4)	Anxa4 Anx4	Mus musculus (Mouse)	319.0
P54761	P54761	Ephrin type-B receptor 4 (EC 2.7.10.1) (Developmental kinase 2) (mDK-2) (Hepatoma transmembrane kinase) (Tyrosine kinase MYK-1)	Ephb4 Htk Mdk2 Myk1	Mus musculus (Mouse)	987.0
Q8BFR4	Q8BFR4	N-acetylglucosamine-6-sulfatase (EC 3.1.6.14) (Glucosamine-6-sulfatase) (G6S)	Gns	Mus musculus (Mouse)	544.0
Q5DU41	Q5DU41	Volume-regulated anion channel subunit LRRC8B (Leucine-rich repeat-containing protein 8B)	Lrrc8b Kiaa0231	Mus musculus (Mouse)	803.0
E9QKK8	E9QKK8	Phospholipid-transporting ATPase (EC 7.6.2.1)	Atp11c	Mus musculus (Mouse)	1116.0
Q91VW5	Q91VW5	Golgin subfamily A member 4 (tGolgin-1)	Golga4	Mus musculus (Mouse)	2238.0
F8VQL0	F8VQL0	Hepatocyte growth factor receptor (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (Tyrosine-protein kinase Met)	Met	Mus musculus (Mouse)	1379.0
Q9QXY7	Q9QXY7	Endoplasmic reticulum membrane adapter protein XK (Membrane transport protein XK) (XK homolog) (XK-related protein 1)	Xk Xkh Xkr1 Xrg1	Mus musculus (Mouse)	446.0
Q9JHK4	Q9JHK4	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha) (Rab geranyl-geranyltransferase subunit alpha) (Rab GG transferase alpha) (Rab GGTase alpha) (Rab geranylgeranyltransferase subunit alpha)	Rabggta	Mus musculus (Mouse)	567.0
P0CW02	P0CW02	Lymphocyte antigen 6C1 (Ly-6C1)	Ly6c1	Mus musculus (Mouse)	131.0
Q02248	Q02248	Catenin beta-1 (Beta-catenin)	Ctnnb1 Catnb	Mus musculus (Mouse)	781.0
Q8C0Z1	Q8C0Z1	Protein FAM234A (Protein ITFG3)	Fam234a Itfg3	Mus musculus (Mouse)	555.0
Q8BY89	Q8BY89	Choline transporter-like protein 2 (Solute carrier family 44 member 2)	Slc44a2 Ctl2	Mus musculus (Mouse)	706.0
Q6ZPR4	Q6ZPR4	Potassium channel subfamily T member 1	Kcnt1 Kiaa1422	Mus musculus (Mouse)	1224.0
Q9Z0F8	Q9Z0F8	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	Adam17 Tace	Mus musculus (Mouse)	827.0
Q9CQ10	Q9CQ10	Charged multivesicular body protein 3 (Chromatin-modifying protein 3) (Vacuolar protein sorting-associated protein 24)	Chmp3 Vps24	Mus musculus (Mouse)	224.0
P50284	P50284	Tumor necrosis factor receptor superfamily member 3 (Lymphotoxin-beta receptor)	Ltbr Tnfcr Tnfrsf3	Mus musculus (Mouse)	415.0
Q9Z2E1	Q9Z2E1	Methyl-CpG-binding domain protein 2 (Methyl-CpG-binding protein MBD2)	Mbd2	Mus musculus (Mouse)	414.0
O88343	O88343	Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4)	Slc4a4 Nbc1 Nbce1	Mus musculus (Mouse)	1079.0
Q8BGR2	Q8BGR2	Volume-regulated anion channel subunit LRRC8D (Leucine-rich repeat-containing protein 5) (Leucine-rich repeat-containing protein 8D)	Lrrc8d Lrrc5	Mus musculus (Mouse)	859.0
Q8BJZ3	Q8BJZ3	Protein lifeguard 3 (Responsive to centrifugal force and shear stress gene 1 protein) (Protein RECS1) (Transmembrane BAX inhibitor motif-containing protein 1)	Tmbim1 Lfg3 Recs1	Mus musculus (Mouse)	309.0
P10404	P10404	MLV-related proviral Env polyprotein [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]		Mus musculus (Mouse)	641.0
F8WI14	F8WI14	Extracellular matrix protein 1	Ecm1	Mus musculus (Mouse)	558.0
P28571-1	P28571	Sodium- and chloride-dependent glycine transporter 1 (GlyT-1) (GlyT1) (Solute carrier family 6 member 9)	Slc6a9 Glyt1	Mus musculus (Mouse)	692.0
Q61703	Q61703	Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2)	Itih2	Mus musculus (Mouse)	946.0
Q8BMC0	Q8BMC0	Lysophosphatidic acid receptor 6 (LPA receptor 6) (LPA-6) (Oleoyl-L-alpha-lysophosphatidic acid receptor) (P2Y purinoceptor 5) (P2Y5) (Purinergic receptor 5)	Lpar6 P2ry5 P2y5	Mus musculus (Mouse)	344.0
B2RQY6	B2RQY6	BC035947 protein (cDNA sequence BC035947)	BC035947	Mus musculus (Mouse)	695.0
Q8BFY6	Q8BFY6	Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1)	Pef1	Mus musculus (Mouse)	275.0
Q9R100	Q9R100	Cadherin-17 (BILL-cadherin) (Liver-intestine cadherin) (LI-cadherin) (P130)	Cdh17	Mus musculus (Mouse)	827.0
Q8VI59	Q8VI59	Pecanex-like protein 3 (Pecanex homolog protein 3)	Pcnx3 Pcnxl3	Mus musculus (Mouse)	2028.0
O54890	O54890	Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61)	Itgb3	Mus musculus (Mouse)	787.0
O88792	O88792	Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (CD antigen CD321)	F11r Jam1 Jcam Jcam1	Mus musculus (Mouse)	300.0
Q8VEK3	Q8VEK3	Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (Scaffold-attachment factor A) (SAF-A)	Hnrnpu Hnrpu	Mus musculus (Mouse)	800.0
Q8C166	Q8C166	Copine-1 (Copine I)	Cpne1	Mus musculus (Mouse)	536.0
P26231	P26231	Catenin alpha-1 (102 kDa cadherin-associated protein) (Alpha E-catenin) (CAP102)	Ctnna1 Catna1	Mus musculus (Mouse)	906.0
Q8R422	Q8R422	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)	Cd109	Mus musculus (Mouse)	1442.0
Q9D1C8	Q9D1C8	Vacuolar protein sorting-associated protein 28 homolog (Caspase-activated DNase inhibitor that interacts with ASK1) (CIIA) (ESCRT-I complex subunit VPS28)	Vps28	Mus musculus (Mouse)	221.0
O55101	O55101	Synaptogyrin-2 (Cellugyrin)	Syngr2	Mus musculus (Mouse)	224.0
Q8BG05-2	Q8BG05	Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3)	Hnrnpa3 Hnrpa3	Mus musculus (Mouse)	379.0
P98156	P98156	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	Vldlr	Mus musculus (Mouse)	873.0
Q80XZ4	Q80XZ4	Interleukin-22 receptor subunit alpha-1 (IL-22 receptor subunit alpha-1) (IL-22R-alpha-1) (IL-22RA1)	Il22ra1	Mus musculus (Mouse)	581.0
Q8VHF2-2	Q8VHF2	Cadherin-related family member 5 (Mu-protocadherin)	Cdhr5 Mucdhl Mupcdh	Mus musculus (Mouse)	831.0
E9Q9B7	E9Q9B7	Kinase D-interacting substrate 220	Kidins220	Mus musculus (Mouse)	1793.0
Q61146	Q61146	Occludin	Ocln Ocl	Mus musculus (Mouse)	521.0
Q6T5E4	Q6T5E4	Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I-branching beta-1,6-acetylglucosaminyltransferase family polypeptide 1) (N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase)	Gcnt2 Ignt1	Mus musculus (Mouse)	401.0
Q1W617	Q1W617	Protein Shroom4	Shroom4 Kiaa1202	Mus musculus (Mouse)	1475.0
Q3UIL6-2	Q3UIL6	Pleckstrin homology domain-containing family A member 7 (PH domain-containing family A member 7) (Heart adapter protein 1)	Plekha7 Hadp1	Mus musculus (Mouse)	1118.0
Q8R0L9	Q8R0L9	Transcriptional adapter 3 (ADA3 homolog) (mADA3) (Transcriptional adapter 3-like) (ADA3-like protein)	Tada3 Ada3 Tada3l	Mus musculus (Mouse)	432.0
A2ASS6	A2ASS6	Titin (EC 2.7.11.1) (Connectin)	Ttn	Mus musculus (Mouse)	35213.0
P23242	P23242	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein)	Gja1 Cxn-43	Mus musculus (Mouse)	382.0
Q9WU03	Q9WU03	Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2)	Spint2 Hai2	Mus musculus (Mouse)	252.0
E9PXB7	E9PXB7	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Nedd4l	Mus musculus (Mouse)	835.0
Q05928	Q05928	Probetacellulin [Cleaved into: Betacellulin (BTC)]	Btc Bcn	Mus musculus (Mouse)	177.0
O88441	O88441	Metaxin-2 (Mitochondrial outer membrane import complex protein 2)	Mtx2 MNCb-0780	Mus musculus (Mouse)	263.0
O08532	O08532	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	Cacna2d1 Cacna2	Mus musculus (Mouse)	1103.0
Q78IK4	Q78IK4	MICOS complex subunit Mic27 (Apolipoprotein O-like) (Protein FAM121A)	Apool Fam121a Mic27	Mus musculus (Mouse)	265.0
Q8BZZ3	Q8BZZ3	NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase WWP1) (WW domain-containing protein 1)	Wwp1	Mus musculus (Mouse)	918.0
P10923	P10923	Osteopontin (2AR) (Bone sialoprotein 1) (Calcium oxalate crystal growth inhibitor protein) (Early T-lymphocyte activation 1 protein) (Minopontin) (Secreted phosphoprotein 1) (SPP-1)	Spp1 Eta-1 Op Spp-1	Mus musculus (Mouse)	294.0
Q61165	Q61165	Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	Slc9a1 Nhe1	Mus musculus (Mouse)	820.0
Q00560	Q00560	Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)	Il6st	Mus musculus (Mouse)	917.0
Q61190	Q61190	Interleukin-10 receptor subunit beta (IL-10 receptor subunit beta) (IL-10R subunit beta) (IL-10RB) (Cytokine receptor class-II member 4) (Cytokine receptor family 2 member 4) (CRF2-4) (Interleukin-10 receptor subunit 2) (IL-10R subunit 2) (IL-10R2) (CD antigen CDw210b)	Il10rb Crfb4	Mus musculus (Mouse)	349.0
